1550,54,2
1809,77,1
4462,87,1
3947,98,1
576,21,2
5680,74,1
118,4,2
13619,16,1
5661,79,1
3344,52,2
1057,12,1
1043,6,3
752,23,2
355,83,1
15875,47,1
178,11,1
374,14,1
1829,71,2
11985,79,1
2823,69,1
12161,3,1
2025,6,1
18461,61,1
590,78,1
576,77,4
129,15,5
990,25,2
667,83,1
646,26,3
289,39,3
15480,82,1
2820,2,1
2070,4,1
4822,85,1
677,53,4
1549,16,1
2470,13,2
126,17,7
2368,45,1
4682,7,1
3180,37,1
17345,35,1
8556,2,1
11939,25,1
8949,46,1
1674,25,1
1235,45,1
2833,4,2
20,82,4
1314,79,1
9051,58,1
392,97,6
6095,14,1
16030,45,1
1524,73,1
6094,45,4
404,67,1
668,46,2
1968,57,1
23635,98,1
388,88,1
1120,26,1
14733,74,1
5270,48,2
293,7,1
2678,99,1
5949,33,1
4325,31,1
6018,62,1
116,48,5
2048,49,1
3680,29,1
17006,7,1
131,24,2
4902,17,1
11375,90,1
13149,3,3
1511,20,1
233,27,3
8156,11,1
184,96,2
25248,84,1
215,55,1
634,13,1
1443,32,1
3315,23,2
783,59,1
1436,66,1
1993,30,2
195,14,18
1909,100,1
3245,37,1
284,85,2
782,83,2
5595,77,1
5560,3,1
3453,78,1
1202,36,1
1302,88,1
579,41,3
12691,52,1
805,58,1
9736,18,1
341,84,2
326,54,2
4545,83,1
13124,59,1
1684,25,1
4156,85,1
2952,94,1
1170,90,5
576,10,4
470,25,8
2641,99,1
563,6,1
6320,91,1
6564,47,1
412,87,2
3159,91,1
1235,16,1
18915,46,1
3496,21,1
8889,78,1
4724,40,2
6242,73,1
17835,63,1
3964,31,2
6703,4,1
2345,77,4
1785,12,2
254,56,17
1448,24,1
3683,90,2
99,77,48
671,23,2
1026,85,4
247,54,4
7376,4,1
192,48,5
1017,15,4
714,99,3
704,48,2
4371,85,1
381,38,2
682,13,1
11025,84,1
340,98,5
206,85,18
5760,74,1
8290,94,1
7260,98,1
1025,89,4
434,95,33
428,50,1
744,18,2
9232,99,1
4420,42,1
11039,66,1
1067,12,2
2592,41,1
9833,54,1
3291,48,1
1478,86,1
630,23,1
20349,11,1
1534,64,3
495,36,7
3995,17,2
8966,29,1
118,21,3
2389,40,1
6213,6,1
386,59,2
14665,16,1
2562,7,3
6443,18,1
2820,22,2
279,24,6
21,84,218
621,51,3
2124,29,2
9578,45,1
5380,83,1
415,82,8
3041,71,1
1113,66,1
4466,46,1
2205,74,1
7499,74,1
3480,95,2
8129,89,1
270,36,2
5343,15,2
169,7,80
1966,7,1
17955,54,1
1028,35,2
3397,19,1
3363,15,1
730,53,8
5862,98,1
2025,90,1
2662,18,1
1547,67,3
1249,85,11
13923,91,1
4682,46,1
6816,53,1
3116,53,1
22158,39,1
65,40,1
684,33,3
149,89,7
2055,23,1
1696,16,9
12609,60,1
2345,40,1
7,12,82
2557,7,1
2016,71,1
798,40,6
5213,14,1
1667,49,2
965,30,1
260,90,9
1754,89,1
1121,6,1
199,83,3
3124,57,1
2222,73,2
11553,81,1
1276,17,1
2470,60,1
4413,83,2
3211,7,4
2723,3,1
7883,23,1
1477,18,1
6,94,7
746,18,1
9586,77,1
297,65,1
3628,95,4
6023,6,1
317,5,5
744,46,2
1428,98,1
3625,19,1
2499,13,1
9492,6,1
2966,11,1
6186,41,1
1530,20,1
6132,28,1
1277,44,6
545,42,4
24242,24,1
1786,3,2
6849,57,1
18782,66,1
24312,25,1
1191,6,2
50,48,1
1847,79,1
772,85,8
7200,23,1
3358,24,1
25569,64,1
519,57,1
5257,68,1
2800,63,1
5343,98,1
2190,77,2
1082,92,8
1820,21,1
343,71,2
399,45,4
3548,33,1
1232,62,1
7827,54,1
1516,60,1
179,59,2
4274,63,1
5137,67,1
1635,69,2
659,38,4
422,73,1
521,79,1
11642,42,1
14065,87,1
2568,15,2
643,58,1
806,91,1
3038,100,1
2580,92,2
15941,14,1
1445,6,1
16148,35,1
1575,62,1
156,53,25
430,78,1
1315,3,6
1228,85,3
2649,54,1
13276,90,1
2833,73,1
1170,82,2
13719,8,1
4587,71,1
4455,71,1
10143,73,1
919,91,2
36,33,3
899,25,2
124,58,35
674,69,3
1150,1,1
2318,79,1
3760,32,1
10945,66,1
180,8,3
1116,60,2
1753,82,3
1255,40,11
16413,45,1
765,99,1
8311,69,2
1473,92,1
2036,80,4
2740,45,1
2314,82,4
2105,30,1
1038,38,2
2002,97,1
3501,66,2
13285,53,1
9344,97,2
