3936, 1, 1
6028, 1, 1
21, 1, 11
14, 1, 19
386, 1, 1
5950, 1, 1
1012, 1, 2
161, 1, 2
108, 1, 1
99, 1, 3
519, 1, 1
169, 1, 4
41, 1, 3
75, 1, 4
3219, 1, 1
177, 1, 1
2, 1, 1
1285, 1, 1
2433, 1, 5
1277, 1, 3
3119, 1, 1
269, 1, 1
545, 1, 2
174, 1, 1
317, 1, 5
3087, 1, 1
852, 1, 1
1232, 1, 1
530, 1, 2
1020, 1, 1
5953, 1, 1
82, 1, 1
1251, 1, 6
1547, 1, 1
3216, 1, 1
244, 1, 2
23173, 1, 1
1525, 1, 1
224, 1, 2
4593, 1, 1
4988, 1, 1
72, 1, 1
3980, 1, 1
7, 1, 5
1380, 1, 1
982, 1, 1
280, 1, 2
5, 1, 3
199, 1, 1
14180, 1, 1
368, 1, 5
1050, 1, 2
255, 1, 1
290, 1, 1
9107, 1, 1
39, 1, 6
57, 1, 1
5082, 1, 1
107, 1, 2
13889, 1, 1
192, 1, 1
1289, 1, 1
4805, 1, 2
88, 1, 1
1159, 1, 1
728, 1, 1
124, 1, 3
2512, 1, 1
488, 1, 2
220, 1, 1
1255, 1, 1
3428, 1, 1
249, 1, 2
234, 1, 1
87, 1, 4
1241, 1, 2
167, 1, 3
165, 1, 1
3361, 1, 1
49, 1, 9
170, 1, 2
110, 1, 1
598, 1, 1
832, 1, 1
2293, 1, 1
342, 1, 1
15, 1, 5
1360, 1, 3
231, 1, 1
168, 1, 1
21110, 1, 1
643, 1, 1
1164, 1, 2
92, 1, 4
5344, 1, 1
2063, 1, 1
2212, 1, 1
395, 1, 1
3375, 1, 1
2039, 1, 1
1853, 1, 1
3601, 1, 1
452, 1, 2
985, 1, 1
6252, 1, 1
476, 1, 1
620, 1, 1
115, 1, 1
363, 1, 2
254, 1, 1
683, 1, 1
4659, 1, 1
1946, 1, 1
792, 1, 1
2713, 1, 1
1079, 1, 2
44, 1, 1
744, 1, 1
609, 1, 1
11465, 1, 1
1512, 1, 1
3176, 1, 1
227, 1, 1
1115, 1, 1
621, 1, 1
805, 1, 1
9143, 1, 1
26422, 1, 1
458, 1, 1
925, 1, 1
58, 1, 3
7637, 1, 1
1856, 1, 1
9206, 1, 1
1000, 1, 1
74, 1, 3
25, 1, 1
1674, 1, 1
2050, 1, 1
7180, 1, 1
2583, 1, 1
19437, 1, 1
36, 1, 1
1797, 1, 1
1418, 1, 1
68, 1, 1
148, 1, 1
541, 1, 1
1696, 1, 1
260, 1, 2
3952, 1, 1
440, 1, 1
2929, 1, 1
1652, 1, 1
2653, 1, 1
34, 1, 2
25958, 1, 1
2507, 1, 1
1444, 1, 1
536, 1, 1
173, 1, 1
267, 1, 1
347, 1, 1
320, 1, 1
891, 1, 1
442, 1, 1
3414, 1, 1
2127, 1, 1
8249, 1, 1
2416, 1, 2
2328, 1, 1
60, 1, 2
13602, 1, 1
21886, 1, 1
1254, 1, 1
1110, 1, 1
412, 1, 1
233, 1, 3
3035, 1, 1
408, 1, 1
526, 1, 1
661, 1, 1
69, 1, 2
3341, 1, 1
56, 1, 2
662, 1, 1
613, 1, 1
704, 1, 1
22455, 1, 1
1541, 1, 1
3737, 1, 1
183, 1, 1
29, 1, 1
9039, 1, 1
974, 1, 1
468, 1, 1
1112, 1, 1
166, 1, 2
322, 1, 1
3703, 1, 1
624, 1, 1
2375, 1, 1
331, 1, 1
2836, 1, 1
8158, 1, 1
215, 1, 1
603, 1, 1
700, 1, 1
381, 1, 1
1069, 1, 1
532, 1, 1
362, 1, 1
720, 1, 1
257, 1, 1
9285, 1, 1
2432, 1, 1
353, 1, 1
308, 1, 1
114, 1, 1
268, 1, 1
275, 1, 1
1120, 1, 1
989, 1, 1
738, 1, 1
3744, 1, 1
22949, 1, 1
76, 1, 1
256, 1, 1
2952, 1, 1
2879, 1, 1
646, 2, 2
14, 2, 433
2009, 2, 5
843, 2, 5
1251, 2, 71
71, 2, 75
60, 2, 29
74, 2, 111
865, 2, 7
368, 2, 49
224, 2, 14
249, 2, 13
5888, 2, 1
393, 2, 10
4618, 2, 1
16, 2, 22
248, 2, 4
41, 2, 156
3973, 2, 1
34, 2, 181
10722, 2, 2
2301, 2, 1
3088, 2, 1
2701, 2, 1
7, 2, 125
2632, 2, 1
134, 2, 6
6290, 2, 1
516, 2, 10
31, 2, 4
51, 2, 49
