3851,78,1
1801,14,1
2059,4,2
830,71,1
18483,43,1
8024,65,1
21353,84,1
2124,14,1
1762,25,1
21,61,230
15063,24,1
260,3,3
6636,24,1
10307,18,1
905,68,1
2972,9,1
2259,60,1
671,94,4
798,18,4
540,17,1
10894,19,1
817,100,1
734,56,3
675,90,4
393,40,1
781,11,1
8995,78,1
6244,61,1
78,40,1
2512,100,2
688,83,1
296,47,1
23123,64,1
3179,41,1
813,15,2
9515,18,1
1168,91,1
5008,59,1
837,48,3
7149,15,1
4317,78,3
2140,62,2
1659,56,1
3389,51,1
1795,26,1
3288,94,6
353,76,3
3500,52,1
1492,5,1
1115,33,3
4452,69,1
7252,44,1
3197,82,1
1926,79,1
142,19,3
1121,65,3
2539,60,1
375,17,1
312,17,6
23777,65,1
7188,37,1
688,1,1
1553,77,8
2407,19,1
819,37,7
1203,38,1
3213,76,2
1830,6,3
7547,85,2
8925,56,1
2508,91,1
30,55,2
16885,10,1
2070,18,1
16396,14,1
6294,9,1
865,12,4
3290,70,2
2592,25,1
327,70,2
1000,85,3
2486,97,6
1795,86,1
5486,25,1
551,30,1
458,17,6
5726,80,1
233,6,49
4679,74,1
5733,6,1
1430,88,1
1180,40,10
15425,72,1
808,51,3
3272,80,1
2779,78,1
135,10,2
2167,44,1
514,58,5
993,9,5
22162,84,1
16233,24,1
322,33,15
21083,37,1
3093,92,1
7756,36,1
3037,58,1
1440,74,5
539,28,1
15894,9,1
744,89,2
2040,47,1
321,6,1
4378,65,1
743,90,2
1610,89,1
963,37,1
2014,44,1
6156,61,1
44,84,5
1329,14,1
4000,68,1
3955,6,1
3772,65,2
1529,69,4
248,65,7
350,47,1
2822,90,1
8604,31,1
7667,4,1
78,9,3
17815,9,1
668,17,4
3377,51,1
542,80,1
9344,43,1
3412,85,2
17,43,2
284,69,1
529,37,1
1273,69,1
3659,31,1
2289,15,1
9285,90,1
2295,72,1
9906,66,1
3130,66,1
2112,94,3
722,30,14
480,35,1
3315,51,1
2505,72,1
2319,84,6
601,90,2
1080,75,2
1605,78,1
3785,33,1
6421,75,1
19291,31,1
2391,48,2
8107,48,1
1550,45,1
92,8,14
2375,10,2
16808,61,1
2167,24,2
14508,30,1
11605,65,1
669,58,3
3264,87,1
3611,40,1
2433,67,35
1086,22,1
2445,83,1
2953,40,3
26394,69,1
580,88,6
3538,69,1
92,55,34
375,49,2
979,48,1
14376,36,1
16118,90,1
546,19,4
2816,25,1
17929,45,1
1464,11,1
3869,28,2
21927,23,1
4046,68,1
4462,31,2
3620,68,1
76,25,1
3337,69,2
241,4,1
3090,42,1
3238,72,1
3513,9,1
2435,45,1
15623,100,1
3153,21,1
2959,96,1
2526,77,1
1719,78,1
15845,28,1
4307,72,2
9998,34,1
2912,9,2
51,95,7
7316,14,1
1767,15,1
379,97,4
2127,81,2
1523,12,5
113,85,2
4989,31,1
393,35,1
15913,45,1
9093,87,1
2335,48,1
27509,4,1
1203,97,1
15822,87,1
7335,67,1
1979,22,1
2198,61,5
5662,75,1
2134,32,2
17507,1,1
16022,9,1
4718,75,3
11501,55,1
1053,30,2
7485,80,1
4448,14,2
2834,14,1
543,33,1
2082,69,1
10680,31,1
3283,57,1
1534,79,1
11148,91,1
30,9,1
3052,26,1
3845,85,2
991,65,5
4292,21,1
2013,37,1
224,32,14
10450,97,1
5378,10,1
4102,89,1
2429,36,1
12576,51,1
6612,36,1
1401,78,1
453,75,1
2590,64,1
1980,69,2
16005,91,1
1421,22,1
929,1,1
2993,33,1
1328,25,1
281,47,3
7274,94,1
4048,43,2
268,76,2
4835,47,1
517,70,3
7043,66,1
557,36,1
2953,58,1
